Protein_Accession	Sequence_MD5_digest	Sequence_Length	Analysis	Signature_Accession	Signature_Description	Start_Location	Stop_location	E-value_Score	Status	Date	InterPro_annotations_accession	InterPro_annotations_description
S3526	0bd519881c94cd135b72dd26a2e76398	45	SUPERFAMILY	SSF52518		1	40	2.66E-14	T	18-04-2018	IPR029061	Thiamin diphosphate-binding fold
S1014	667e2fc555c3b1270d02ac176e558bf3	131	Gene3D	G3DSA:3.20.20.140		1	131	1.4E-9	T	18-04-2018
S1014	667e2fc555c3b1270d02ac176e558bf3	131	SUPERFAMILY	SSF51556		10	126	5.21E-7	T	18-04-2018	IPR032466	Metal-dependent hydrolase
S3593	5600ced6ef94e9b1e1397bf17041fa7a	33	Pfam	PF02538	Hydantoinase B/oxoprolinase	2	33	6.1E-8	T	18-04-2018	IPR003692	Hydantoinase B/oxoprolinase
S1287	0bd68ede6e9dca40ed8605345e77d117	78	MobiDBLite	mobidb-lite	consensus disorder prediction	37	78	-	T	18-04-2018
S1846	b8f8df1b87fd33d86b59b838821c540b	60	Pfam	PF00939	Sodium:sulfate symporter transmembrane region	3	48	8.2E-6	T	18-04-2018	IPR001898	Solute carrier family 13
S0936	137fc2da90c953a9bfcd92c6883f4298	72	Gene3D	G3DSA:3.90.230.10		1	72	6.8E-11	T	18-04-2018
S0936	137fc2da90c953a9bfcd92c6883f4298	72	SUPERFAMILY	SSF55920		2	69	8.37E-13	T	18-04-2018	IPR036005	Creatinase/aminopeptidase-like
S0936	137fc2da90c953a9bfcd92c6883f4298	72	Pfam	PF00557	Metallopeptidase family M24	2	64	1.3E-8	T	18-04-2018	IPR000994	Peptidase M24
S1448	be213a0199467b11cbc03f3f72fa0232	81	MobiDBLite	mobidb-lite	consensus disorder prediction	1	29	-	T	18-04-2018
S2180	8e6544bad2af2db0be4920ad849179d7	46	MobiDBLite	mobidb-lite	consensus disorder prediction	1	46	-	T	18-04-2018
S0083	bc1c055245b70422ab4e06becb338dfc	38	MobiDBLite	mobidb-lite	consensus disorder prediction	1	38	-	T	18-04-2018
S0107	2503dd0aa9e58eefb960c3867bf22c78	45	Pfam	PF00072	Response regulator receiver domain	2	43	9.5E-7	T	18-04-2018	IPR001789	Signal transduction response regulator, receiver domain
S0107	2503dd0aa9e58eefb960c3867bf22c78	45	CDD	cd00156	REC	3	45	1.84345E-8	T	18-04-2018	IPR001789	Signal transduction response regulator, receiver domain
S0107	2503dd0aa9e58eefb960c3867bf22c78	45	Gene3D	G3DSA:3.40.50.2300		1	45	1.5E-10	T	18-04-2018
S0107	2503dd0aa9e58eefb960c3867bf22c78	45	SUPERFAMILY	SSF52172		2	45	1.37E-10	T	18-04-2018	IPR011006	CheY-like superfamily
S0107	2503dd0aa9e58eefb960c3867bf22c78	45	ProSiteProfiles	PS50110	Response regulatory domain profile.	1	45	15.614	T	18-04-2018	IPR001789	Signal transduction response regulator, receiver domain
S3363	40f73bd4b6a01db820f7383c6e5da020	115	Gene3D	G3DSA:3.30.1490.100		7	112	4.3E-27	T	18-04-2018	IPR036775	DNA polymerase, Y-family, little finger domain superfamily
S3363	40f73bd4b6a01db820f7383c6e5da020	115	SUPERFAMILY	SSF100879		5	103	5.1E-27	T	18-04-2018	IPR036775	DNA polymerase, Y-family, little finger domain superfamily
S3363	40f73bd4b6a01db820f7383c6e5da020	115	Pfam	PF11799	impB/mucB/samB family C-terminal domain	2	110	1.5E-22	T	18-04-2018	IPR017961	DNA polymerase, Y-family, little finger domain
S2563	452d430cc98d883d01fea877909926f4	117	Pfam	PF00994	Probable molybdopterin binding domain	30	115	1.4E-13	T	18-04-2018	IPR001453	MoaB/Mog domain
S2563	452d430cc98d883d01fea877909926f4	117	Gene3D	G3DSA:3.40.980.10		7	117	1.6E-25	T	18-04-2018	IPR036425	MoaB/Mog-like domain superfamily
S2563	452d430cc98d883d01fea877909926f4	117	SUPERFAMILY	SSF53218		25	116	5.63E-18	T	18-04-2018	IPR036425	MoaB/Mog-like domain superfamily
S1887	4d9f3eed48ab941155d49a0a44900f71	147	Pfam	PF06616	BsuBI/PstI restriction endonuclease C-terminus	2	147	7.6E-52	T	18-04-2018	IPR009528	Restriction endonuclease, type II, BsuBI/PstI, C-terminal
S1887	4d9f3eed48ab941155d49a0a44900f71	147	Gene3D	G3DSA:3.40.1350.80		100	147	8.8E-13	T	18-04-2018
S1887	4d9f3eed48ab941155d49a0a44900f71	147	Gene3D	G3DSA:1.10.10.1820		1	98	6.6E-32	T	18-04-2018
S1394	990e884c2772a473277dde319d0edb79	36	Gene3D	G3DSA:2.60.120.10		1	36	1.5E-8	T	18-04-2018	IPR014710	RmlC-like jelly roll fold
S1394	990e884c2772a473277dde319d0edb79	36	SUPERFAMILY	SSF51182		1	36	1.85E-7	T	18-04-2018	IPR011051	RmlC-like cupin domain superfamily
S1563	2959fe63547b757d8b85142aa825074c	153	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	18-04-2018
S1563	2959fe63547b757d8b85142aa825074c	153	MobiDBLite	mobidb-lite	consensus disorder prediction	99	153	-	T	18-04-2018
S0993	e680c442d510faafa8ae44a594a5012c	53	MobiDBLite	mobidb-lite	consensus disorder prediction	1	28	-	T	18-04-2018
S1533	0535a47f146b0ed1f67f4e25bf77b69b	106	TIGRFAM	TIGR02433	lysidine_TilS_C: tRNA(Ile)-lysidine synthetase, C-terminal domain	85	106	4.9E-5	T	18-04-2018	IPR012796	Lysidine-tRNA(Ile) synthetase, C-terminal
S1533	0535a47f146b0ed1f67f4e25bf77b69b	106	SUPERFAMILY	SSF56037		31	106	1.49E-5	T	18-04-2018
S1533	0535a47f146b0ed1f67f4e25bf77b69b	106	MobiDBLite	mobidb-lite	consensus disorder prediction	87	106	-	T	18-04-2018
S0036	84c4061e3ee336ca0f31c70384415b9f	77	MobiDBLite	mobidb-lite	consensus disorder prediction	1	23	-	T	18-04-2018
S3364	606531822266530fc80a10707c0d7de1	115	Gene3D	G3DSA:3.30.1490.100		7	111	6.4E-27	T	18-04-2018	IPR036775	DNA polymerase, Y-family, little finger domain superfamily
S3364	606531822266530fc80a10707c0d7de1	115	Pfam	PF11799	impB/mucB/samB family C-terminal domain	3	108	1.0E-20	T	18-04-2018	IPR017961	DNA polymerase, Y-family, little finger domain
S3364	606531822266530fc80a10707c0d7de1	115	MobiDBLite	mobidb-lite	consensus disorder prediction	1	21	-	T	18-04-2018
S3364	606531822266530fc80a10707c0d7de1	115	SUPERFAMILY	SSF100879		5	103	2.35E-27	T	18-04-2018	IPR036775	DNA polymerase, Y-family, little finger domain superfamily
S0951	772f87bdc37515ad22cdc9313c96941c	108	SUPERFAMILY	SSF56935		98	108	4.4E-6	T	18-04-2018
S0951	772f87bdc37515ad22cdc9313c96941c	108	SUPERFAMILY	SSF56935		25	69	4.4E-6	T	18-04-2018
S0951	772f87bdc37515ad22cdc9313c96941c	108	Pfam	PF00593	TonB dependent receptor	34	108	8.8E-6	T	18-04-2018	IPR000531	TonB-dependent receptor-like, beta-barrel
S0951	772f87bdc37515ad22cdc9313c96941c	108	Gene3D	G3DSA:2.40.170.20		5	108	3.4E-5	T	18-04-2018	IPR036942	TonB-dependent receptor-like, beta-barrel domain superfamily
S0516	533f5583d49c3c1ddf0f006459b50f5c	49	Gene3D	G3DSA:2.60.40.1190		1	48	7.0E-6	T	18-04-2018
S0516	533f5583d49c3c1ddf0f006459b50f5c	49	SUPERFAMILY	SSF49344		4	33	2.43E-6	T	18-04-2018
S0586	9f2c36a28e2ce22a13b5c3c5c6138c0d	57	SUPERFAMILY	SSF56801		4	57	2.35E-10	T	18-04-2018
S0586	9f2c36a28e2ce22a13b5c3c5c6138c0d	57	Pfam	PF00501	AMP-binding enzyme	23	57	9.0E-8	T	18-04-2018	IPR000873	AMP-dependent synthetase/ligase
S0586	9f2c36a28e2ce22a13b5c3c5c6138c0d	57	Gene3D	G3DSA:3.40.50.12780		1	57	7.8E-13	T	18-04-2018
S0149	c001078feb7c76c979478d007541dd50	30	MobiDBLite	mobidb-lite	consensus disorder prediction	1	30	-	T	18-04-2018
S2785	23f55cd8917a8116eefd427e19c1201c	59	MobiDBLite	mobidb-lite	consensus disorder prediction	1	59	-	T	18-04-2018
S0369	45464317bc924d16defc94a9bdcf660f	151	Pfam	PF04820	Tryptophan halogenase	5	150	4.8E-13	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S0369	45464317bc924d16defc94a9bdcf660f	151	SUPERFAMILY	SSF51905		56	151	6.13E-5	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0369	45464317bc924d16defc94a9bdcf660f	151	Gene3D	G3DSA:3.50.50.60		1	151	3.8E-15	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0794	8a83b6a9f2e36ada09984e331af4c9e0	67	Pfam	PF00270	DEAD/DEAH box helicase	2	66	7.0E-8	T	18-04-2018	IPR011545	DEAD/DEAH box helicase domain
S0794	8a83b6a9f2e36ada09984e331af4c9e0	67	SUPERFAMILY	SSF52540		1	66	2.35E-17	T	18-04-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase
S0794	8a83b6a9f2e36ada09984e331af4c9e0	67	Gene3D	G3DSA:3.40.50.300		1	67	2.5E-26	T	18-04-2018
S0794	8a83b6a9f2e36ada09984e331af4c9e0	67	CDD	cd00046	DEXDc	20	66	4.83164E-10	T	18-04-2018
S0656	5d9c8da45032100d2729d3918feb64c3	148	Gene3D	G3DSA:3.50.50.60		55	148	1.6E-7	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0656	5d9c8da45032100d2729d3918feb64c3	148	Pfam	PF04820	Tryptophan halogenase	58	145	9.9E-8	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S3210	3295263f048ff7e0588d7a56f230b234	58	MobiDBLite	mobidb-lite	consensus disorder prediction	1	39	-	T	18-04-2018
S1201	637b99d918dcdc9a1860b85b0bb2e572	42	MobiDBLite	mobidb-lite	consensus disorder prediction	1	27	-	T	18-04-2018
S1049	d02c6a4666d477282dd9c6f2f853d446	134	MobiDBLite	mobidb-lite	consensus disorder prediction	113	134	-	T	18-04-2018
S1049	d02c6a4666d477282dd9c6f2f853d446	134	MobiDBLite	mobidb-lite	consensus disorder prediction	64	91	-	T	18-04-2018
S3489	ba7780f72af5710f32220ff8f19bdcfa	94	Pfam	PF13517	Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella	37	94	5.3E-14	T	18-04-2018
S3489	ba7780f72af5710f32220ff8f19bdcfa	94	MobiDBLite	mobidb-lite	consensus disorder prediction	61	94	-	T	18-04-2018
S3489	ba7780f72af5710f32220ff8f19bdcfa	94	SUPERFAMILY	SSF69318		5	93	3.14E-16	T	18-04-2018
S3075	74868dd6856c6680f62812325dec4419	145	Gene3D	G3DSA:3.50.50.60		1	145	1.8E-36	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S3075	74868dd6856c6680f62812325dec4419	145	Pfam	PF04820	Tryptophan halogenase	4	144	4.8E-41	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S3069	ea14c3e8907d1b7d9ac74eba4486a057	148	MobiDBLite	mobidb-lite	consensus disorder prediction	121	148	-	T	18-04-2018
S3069	ea14c3e8907d1b7d9ac74eba4486a057	148	Pfam	PF04820	Tryptophan halogenase	4	75	6.5E-18	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S3069	ea14c3e8907d1b7d9ac74eba4486a057	148	Gene3D	G3DSA:3.50.50.60		1	109	2.5E-14	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S2423	b734e3913199692d6731138125233d26	54	ProSiteProfiles	PS50110	Response regulatory domain profile.	10	54	15.153	T	18-04-2018	IPR001789	Signal transduction response regulator, receiver domain
S2423	b734e3913199692d6731138125233d26	54	Pfam	PF00072	Response regulator receiver domain	11	50	4.7E-5	T	18-04-2018	IPR001789	Signal transduction response regulator, receiver domain
S2423	b734e3913199692d6731138125233d26	54	Gene3D	G3DSA:3.40.50.2300		7	54	6.7E-9	T	18-04-2018
S2423	b734e3913199692d6731138125233d26	54	CDD	cd00156	REC	12	52	1.08154E-7	T	18-04-2018	IPR001789	Signal transduction response regulator, receiver domain
S2423	b734e3913199692d6731138125233d26	54	SUPERFAMILY	SSF52172		9	50	3.27E-10	T	18-04-2018	IPR011006	CheY-like superfamily
S2852	dedc76d517e02296fee7a1481d5c683b	42	MobiDBLite	mobidb-lite	consensus disorder prediction	1	42	-	T	18-04-2018
S0463	2228a9b89e8cad5b470d2c897503c210	30	SUPERFAMILY	SSF55021		2	29	1.65E-5	T	18-04-2018
S0463	2228a9b89e8cad5b470d2c897503c210	30	Gene3D	G3DSA:3.30.70.260		2	30	1.6E-5	T	18-04-2018
S1951	9c94d606e6afc6d40a42f475a29bcb17	124	ProSiteProfiles	PS51409	Arginase family profile.	8	124	18.078	T	18-04-2018	IPR006035	Ureohydrolase
S1951	9c94d606e6afc6d40a42f475a29bcb17	124	Gene3D	G3DSA:3.40.800.10		3	123	1.6E-24	T	18-04-2018
S1951	9c94d606e6afc6d40a42f475a29bcb17	124	SUPERFAMILY	SSF52768		11	124	1.71E-21	T	18-04-2018	IPR023696	Ureohydrolase domain superfamily
S1951	9c94d606e6afc6d40a42f475a29bcb17	124	Pfam	PF00491	Arginase family	20	123	1.8E-18	T	18-04-2018	IPR006035	Ureohydrolase
S2273	752dc3ab709048828b40d8492bbecacd	34	MobiDBLite	mobidb-lite	consensus disorder prediction	12	34	-	T	18-04-2018
S0414	65de4d0ca095f2aa214a590c171b3836	58	SUPERFAMILY	SSF52374		39	57	3.88E-5	T	18-04-2018
S0414	65de4d0ca095f2aa214a590c171b3836	58	ProSitePatterns	PS00178	Aminoacyl-transfer RNA synthetases class-I signature.	45	56	-	T	18-04-2018	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site
S0414	65de4d0ca095f2aa214a590c171b3836	58	Pfam	PF00749	tRNA synthetases class I (E and Q), catalytic domain	38	57	1.3E-5	T	18-04-2018	IPR020058	Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain
S1120	39bcd7d1bc267b4b7491680b9d9eb83d	107	ProSitePatterns	PS00696	Electron transfer flavoprotein alpha-subunit signature.	64	90	-	T	18-04-2018	IPR018206	Electron transfer flavoprotein subunit alpha, conserved site
S1120	39bcd7d1bc267b4b7491680b9d9eb83d	107	Gene3D	G3DSA:3.40.50.1220		1	107	1.6E-52	T	18-04-2018
S1120	39bcd7d1bc267b4b7491680b9d9eb83d	107	SUPERFAMILY	SSF52467		2	106	1.14E-44	T	18-04-2018	IPR029035	DHS-like NAD/FAD-binding domain superfamily
S1120	39bcd7d1bc267b4b7491680b9d9eb83d	107	Pfam	PF00766	Electron transfer flavoprotein FAD-binding domain	1	83	2.7E-38	T	18-04-2018	IPR014731	Electron transfer flavoprotein, alpha subunit, C-terminal
S2140	5281006dd054a61a1f4f54b8b86a1283	40	Pfam	PF05988	Bacterial protein of unknown function (DUF899)	1	39	3.1E-5	T	18-04-2018	IPR010296	Protein of unknown function DUF899, thioredoxin-like
S2604	c4b5317d338219ae85c1e07f7fb2ec22	36	MobiDBLite	mobidb-lite	consensus disorder prediction	1	36	-	T	18-04-2018
S0589	4fda81b75a313f9b0eb102bbd57c6b97	142	Gene3D	G3DSA:3.40.50.2300		1	142	2.2E-15	T	18-04-2018
S0589	4fda81b75a313f9b0eb102bbd57c6b97	142	Pfam	PF13458	Periplasmic binding protein	2	140	3.7E-9	T	18-04-2018	IPR028081	Leucine-binding protein domain
S0589	4fda81b75a313f9b0eb102bbd57c6b97	142	SUPERFAMILY	SSF53822		1	141	6.73E-15	T	18-04-2018	IPR028082	Periplasmic binding protein-like I
S2344	3361b743ab612f0a5bbe9ba19d5969d5	57	Pfam	PF00330	Aconitase family (aconitate hydratase)	3	55	1.1E-14	T	18-04-2018	IPR001030	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
S2344	3361b743ab612f0a5bbe9ba19d5969d5	57	SUPERFAMILY	SSF53732		2	57	1.96E-15	T	18-04-2018	IPR036008	Aconitase, iron-sulfur domain
S2344	3361b743ab612f0a5bbe9ba19d5969d5	57	Gene3D	G3DSA:3.30.499.20		1	57	1.5E-24	T	18-04-2018
S0439	58139d74ba235efc6fea6b3d24ca972b	63	MobiDBLite	mobidb-lite	consensus disorder prediction	1	63	-	T	18-04-2018
S2153	213c9debd6869d382fe5b99217165112	148	MobiDBLite	mobidb-lite	consensus disorder prediction	31	66	-	T	18-04-2018
S2153	213c9debd6869d382fe5b99217165112	148	MobiDBLite	mobidb-lite	consensus disorder prediction	79	148	-	T	18-04-2018
S0974	1cb62d746c3e89b4c1b4055e782033b6	33	SUPERFAMILY	SSF50998		2	33	3.92E-9	T	18-04-2018	IPR011047	Quinoprotein alcohol dehydrogenase-like superfamily
S0974	1cb62d746c3e89b4c1b4055e782033b6	33	Gene3D	G3DSA:2.140.10.10		1	33	2.7E-11	T	18-04-2018
S2682	ae3ff5e3d37f04bdbbed6197a319ce54	103	MobiDBLite	mobidb-lite	consensus disorder prediction	1	103	-	T	18-04-2018
S1553	d33b0ac73f77b2f9eb6298fbce40b35a	29	Pfam	PF01842	ACT domain	1	29	9.2E-8	T	18-04-2018	IPR002912	ACT domain
S1553	d33b0ac73f77b2f9eb6298fbce40b35a	29	ProSiteProfiles	PS51671	ACT domain profile.	2	29	9.805	T	18-04-2018	IPR002912	ACT domain
S1553	d33b0ac73f77b2f9eb6298fbce40b35a	29	SUPERFAMILY	SSF55021		1	29	2.26E-9	T	18-04-2018
S1553	d33b0ac73f77b2f9eb6298fbce40b35a	29	Gene3D	G3DSA:3.30.70.260		1	29	2.7E-11	T	18-04-2018
S3059	d74e3e0ffb9eb453d93ff060b0610c12	151	SUPERFAMILY	SSF51905		80	148	1.4E-6	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S3059	d74e3e0ffb9eb453d93ff060b0610c12	151	SUPERFAMILY	SSF51905		34	53	1.4E-6	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S3059	d74e3e0ffb9eb453d93ff060b0610c12	151	Pfam	PF04820	Tryptophan halogenase	4	150	1.8E-43	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S3059	d74e3e0ffb9eb453d93ff060b0610c12	151	Gene3D	G3DSA:3.50.50.60		1	151	9.4E-39	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0637	d3388ac71deb2fd71d15e7f8b9789db4	120	SUPERFAMILY	SSF82693		14	60	4.92E-5	T	18-04-2018
S0637	d3388ac71deb2fd71d15e7f8b9789db4	120	Gene3D	G3DSA:3.30.2090.10		59	120	2.1E-9	T	18-04-2018	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains
S0637	d3388ac71deb2fd71d15e7f8b9789db4	120	SUPERFAMILY	SSF82714		62	119	7.59E-7	T	18-04-2018	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains
S0637	d3388ac71deb2fd71d15e7f8b9789db4	120	Pfam	PF00873	AcrB/AcrD/AcrF family	2	120	6.9E-18	T	18-04-2018	IPR001036	Acriflavin resistance protein
S1291	0de025cc4c687c2aa2650cde3abd2802	31	MobiDBLite	mobidb-lite	consensus disorder prediction	1	31	-	T	18-04-2018
S1291	0de025cc4c687c2aa2650cde3abd2802	31	Pfam	PF01078	Magnesium chelatase, subunit ChlI	1	31	3.2E-12	T	18-04-2018	IPR000523	Magnesium chelatase ChlI domain
S0437	b3deaf7a5dfcf53bac127241af8ed2d7	36	Gene3D	G3DSA:3.40.50.10210		1	36	7.4E-8	T	18-04-2018
S0437	b3deaf7a5dfcf53bac127241af8ed2d7	36	Pfam	PF02277	Phosphoribosyltransferase	4	36	3.0E-8	T	18-04-2018	IPR003200	Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase-like
S0437	b3deaf7a5dfcf53bac127241af8ed2d7	36	SUPERFAMILY	SSF52733		2	36	1.31E-7	T	18-04-2018	IPR036087	Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase-like superfamily
S2626	5c5053f583ca28a3d667607bbc1d435c	101	Pfam	PF00266	Aminotransferase class-V	3	101	1.6E-20	T	18-04-2018	IPR000192	Aminotransferase class V domain
S2626	5c5053f583ca28a3d667607bbc1d435c	101	Gene3D	G3DSA:3.40.640.10		2	101	5.4E-35	T	18-04-2018	IPR015421	Pyridoxal phosphate-dependent transferase, major domain
S2626	5c5053f583ca28a3d667607bbc1d435c	101	SUPERFAMILY	SSF53383		2	100	1.07E-25	T	18-04-2018	IPR015424	Pyridoxal phosphate-dependent transferase
S1622	7e54d427e84f83dee5587d90ea89bf07	59	Gene3D	G3DSA:3.40.50.720		2	59	5.6E-12	T	18-04-2018
S1622	7e54d427e84f83dee5587d90ea89bf07	59	Pfam	PF00106	short chain dehydrogenase	13	49	4.0E-8	T	18-04-2018	IPR002347	Short-chain dehydrogenase/reductase SDR
S1622	7e54d427e84f83dee5587d90ea89bf07	59	SUPERFAMILY	SSF51735		5	48	6.72E-13	T	18-04-2018	IPR036291	NAD(P)-binding domain superfamily
S1275	cba8d1f24a1cad986369e2344faabb46	43	SUPERFAMILY	SSF81301		1	38	9.59E-13	T	18-04-2018
S1275	cba8d1f24a1cad986369e2344faabb46	43	Gene3D	G3DSA:3.30.460.100		1	43	1.6E-11	T	18-04-2018
S1275	cba8d1f24a1cad986369e2344faabb46	43	Pfam	PF03710	Glutamate-ammonia ligase adenylyltransferase	1	37	1.2E-11	T	18-04-2018	IPR005190	Glutamate-ammonia ligase adenylyltransferase, repeated domain
S1952	705381183e3bfaec4a6626560c36fdfb	80	SUPERFAMILY	SSF82544		1	79	2.35E-27	T	18-04-2018
S1952	705381183e3bfaec4a6626560c36fdfb	80	Pfam	PF05161	MOFRL family	1	79	4.9E-27	T	18-04-2018	IPR007835	MOFRL domain
S1952	705381183e3bfaec4a6626560c36fdfb	80	Gene3D	G3DSA:3.40.1480.10		1	80	2.2E-33	T	18-04-2018	IPR037035	Glycerate kinase-like, C-terminal domain superfamily
S2233	539415142ede1001fcd09c99af07c04f	84	SUPERFAMILY	SSF81345		21	68	2.62E-6	T	18-04-2018	IPR037294	ABC transporter, BtuC-like
S2233	539415142ede1001fcd09c99af07c04f	84	Pfam	PF00950	ABC 3 transport family	18	63	3.9E-8	T	18-04-2018	IPR001626	ABC transporter, TroCD-like
S1332	68299532ccc8cc99e132c6db603e6db8	30	SUPERFAMILY	SSF55021		1	29	4.35E-7	T	18-04-2018
S1332	68299532ccc8cc99e132c6db603e6db8	30	Gene3D	G3DSA:3.30.70.260		1	30	2.1E-7	T	18-04-2018
S1332	68299532ccc8cc99e132c6db603e6db8	30	CDD	cd04880	ACT_AAAH-PDT-like	1	30	3.84474E-11	T	18-04-2018
S0021	b3159d53afa729031c674df2106f432e	28	MobiDBLite	mobidb-lite	consensus disorder prediction	1	28	-	T	18-04-2018
S2361	7669c041b89874953dd3838ea134f0b5	148	MobiDBLite	mobidb-lite	consensus disorder prediction	1	101	-	T	18-04-2018
S1892	4b456439b2811ac3d0d2a9360bf2dfda	66	MobiDBLite	mobidb-lite	consensus disorder prediction	1	27	-	T	18-04-2018
S2286	9a63c90ef6248fc17b7c5e5af9694bf3	31	MobiDBLite	mobidb-lite	consensus disorder prediction	1	31	-	T	18-04-2018
S3491	757aef3efc135fad6ab81b417aae27f5	85	MobiDBLite	mobidb-lite	consensus disorder prediction	25	48	-	T	18-04-2018
S0921	3f62856be6f710cc9b1c04848fe17403	31	MobiDBLite	mobidb-lite	consensus disorder prediction	1	31	-	T	18-04-2018
S3132	f86afd4d8cd57a0d431815c38f7335dd	153	SUPERFAMILY	SSF51905		80	152	6.12E-5	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S3132	f86afd4d8cd57a0d431815c38f7335dd	153	Pfam	PF04820	Tryptophan halogenase	2	153	5.0E-45	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S3132	f86afd4d8cd57a0d431815c38f7335dd	153	Gene3D	G3DSA:3.50.50.60		1	153	8.5E-40	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S2192	9fb5786aed1d91d9c8b3a8b94d8b50a8	30	MobiDBLite	mobidb-lite	consensus disorder prediction	1	30	-	T	18-04-2018
S1264	981f9c88a89cd74fcbccd606e7b7fa4a	62	Gene3D	G3DSA:1.10.3720.10		1	62	2.1E-20	T	18-04-2018	IPR035906	MetI-like superfamily
S1264	981f9c88a89cd74fcbccd606e7b7fa4a	62	SUPERFAMILY	SSF161098		3	62	1.05E-18	T	18-04-2018	IPR035906	MetI-like superfamily
S1264	981f9c88a89cd74fcbccd606e7b7fa4a	62	ProSiteProfiles	PS50928	ABC transporter integral membrane type-1 domain profile.	1	62	12.739	T	18-04-2018	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
S1264	981f9c88a89cd74fcbccd606e7b7fa4a	62	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	5	61	1.5E-11	T	18-04-2018	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
S1264	981f9c88a89cd74fcbccd606e7b7fa4a	62	CDD	cd06261	TM_PBP2	2	61	9.2079E-7	T	18-04-2018	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
S1310	1c7a56c23e174b0bd81df37a7b3c9817	46	Pfam	PF08335	GlnD PII-uridylyltransferase	18	46	1.3E-5	T	18-04-2018	IPR013546	PII-uridylyltransferase/Glutamine-synthetase adenylyltransferase
S1310	1c7a56c23e174b0bd81df37a7b3c9817	46	SUPERFAMILY	SSF81593		6	46	1.41E-6	T	18-04-2018
S1310	1c7a56c23e174b0bd81df37a7b3c9817	46	Gene3D	G3DSA:1.20.120.330		4	46	6.3E-10	T	18-04-2018
S1310	1c7a56c23e174b0bd81df37a7b3c9817	46	MobiDBLite	mobidb-lite	consensus disorder prediction	21	46	-	T	18-04-2018
S1954	039effe725f25cc058425ff80b9f8c91	42	MobiDBLite	mobidb-lite	consensus disorder prediction	1	42	-	T	18-04-2018
S0724	d062faa74fcbf154e04a0fbd6978339b	36	MobiDBLite	mobidb-lite	consensus disorder prediction	1	36	-	T	18-04-2018
S1321	7cfd1fa733bab8047ea759c7bacf0298	30	Gene3D	G3DSA:3.30.70.260		1	30	4.8E-7	T	18-04-2018
S1321	7cfd1fa733bab8047ea759c7bacf0298	30	CDD	cd04880	ACT_AAAH-PDT-like	1	30	3.03776E-10	T	18-04-2018
S1321	7cfd1fa733bab8047ea759c7bacf0298	30	SUPERFAMILY	SSF55021		1	29	7.1E-7	T	18-04-2018
S1927	1f7428601871997b2c1587a85668b0dd	37	Gene3D	G3DSA:1.10.510.10		1	37	1.7E-16	T	18-04-2018
S1927	1f7428601871997b2c1587a85668b0dd	37	SUPERFAMILY	SSF56112		1	36	5.25E-9	T	18-04-2018	IPR011009	Protein kinase-like domain superfamily
S1927	1f7428601871997b2c1587a85668b0dd	37	Pfam	PF03881	Fructosamine kinase	1	36	8.3E-14	T	18-04-2018	IPR016477	Fructosamine/Ketosamine-3-kinase
S2627	d770497645ec627186ceafda0be17b62	50	MobiDBLite	mobidb-lite	consensus disorder prediction	1	50	-	T	18-04-2018
S0978	b1203ccaced894dd5b91c55852c7a065	59	Pfam	PF03881	Fructosamine kinase	17	58	5.2E-16	T	18-04-2018	IPR016477	Fructosamine/Ketosamine-3-kinase
S0978	b1203ccaced894dd5b91c55852c7a065	59	SUPERFAMILY	SSF56112		9	58	2.97E-12	T	18-04-2018	IPR011009	Protein kinase-like domain superfamily
